direction,model,group,u_pred
pbmc10k_to_pbmc5k,scvi_matched,correct,0.32729077339172363
pbmc10k_to_pbmc5k,scvi_matched,correct,0.4530954360961914
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0014328956604003906
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0014870762825012207
pbmc10k_to_pbmc5k,scvi_matched,correct,0.55873042345047
pbmc10k_to_pbmc5k,scvi_matched,correct,0.22387534379959106
pbmc10k_to_pbmc5k,scvi_matched,correct,0.3013489246368408
pbmc10k_to_pbmc5k,scvi_matched,correct,0.018022775650024414
pbmc10k_to_pbmc5k,scvi_matched,correct,0.3801676630973816
pbmc10k_to_pbmc5k,scvi_matched,correct,0.05971306562423706
pbmc10k_to_pbmc5k,scvi_matched,correct,0.07069206237792969
pbmc10k_to_pbmc5k,scvi_matched,correct,0.21344995498657227
pbmc10k_to_pbmc5k,scvi_matched,correct,0.03800785541534424
pbmc10k_to_pbmc5k,scvi_matched,correct,0.007534027099609375
pbmc10k_to_pbmc5k,scvi_matched,correct,0.006935417652130127
pbmc10k_to_pbmc5k,scvi_matched,correct,0.11114668846130371
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0004361271858215332
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0019555091857910156
pbmc10k_to_pbmc5k,scvi_matched,correct,0.21955448389053345
pbmc10k_to_pbmc5k,scvi_matched,correct,0.08025962114334106
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0005077123641967773
pbmc10k_to_pbmc5k,scvi_matched,correct,0.21308451890945435
pbmc10k_to_pbmc5k,scvi_matched,correct,0.16961413621902466
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0003846883773803711
pbmc10k_to_pbmc5k,scvi_matched,correct,0.005294740200042725
pbmc10k_to_pbmc5k,scvi_matched,correct,0.09282052516937256
pbmc10k_to_pbmc5k,scvi_matched,correct,0.3895847797393799
pbmc10k_to_pbmc5k,scvi_matched,correct,0.30092328786849976
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0414387583732605
pbmc10k_to_pbmc5k,scvi_matched,correct,0.4455963373184204
pbmc10k_to_pbmc5k,scvi_matched,correct,0.05666017532348633
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0035848617553710938
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0062583088874816895
pbmc10k_to_pbmc5k,scvi_matched,correct,0.21593725681304932
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0012038946151733398
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0010502934455871582
pbmc10k_to_pbmc5k,scvi_matched,correct,0.3712373971939087
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00028449296951293945
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0008862614631652832
pbmc10k_to_pbmc5k,scvi_matched,correct,0.10200583934783936
pbmc10k_to_pbmc5k,scvi_matched,correct,0.41734933853149414
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00018924474716186523
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0020647048950195312
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0747038722038269
pbmc10k_to_pbmc5k,scvi_matched,correct,0.18374377489089966
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0008438825607299805
pbmc10k_to_pbmc5k,scvi_matched,correct,0.5714665055274963
pbmc10k_to_pbmc5k,scvi_matched,correct,0.31400924921035767
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0002009272575378418
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00024443864822387695
pbmc10k_to_pbmc5k,scvi_matched,correct,0.002337336540222168
pbmc10k_to_pbmc5k,scvi_matched,correct,0.2533407211303711
pbmc10k_to_pbmc5k,scvi_matched,correct,0.4174843430519104
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0012778639793395996
pbmc10k_to_pbmc5k,scvi_matched,correct,0.026650726795196533
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00024574995040893555
pbmc10k_to_pbmc5k,scvi_matched,correct,0.10022497177124023
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0031981468200683594
pbmc10k_to_pbmc5k,scvi_matched,correct,0.04303926229476929
pbmc10k_to_pbmc5k,scvi_matched,correct,0.02120351791381836
pbmc10k_to_pbmc5k,scvi_matched,correct,0.06160461902618408
pbmc10k_to_pbmc5k,scvi_matched,correct,0.43384891748428345
pbmc10k_to_pbmc5k,scvi_matched,correct,0.09959834814071655
pbmc10k_to_pbmc5k,scvi_matched,correct,0.25076186656951904
pbmc10k_to_pbmc5k,scvi_matched,correct,0.18383175134658813
pbmc10k_to_pbmc5k,scvi_matched,correct,0.4587612748146057
pbmc10k_to_pbmc5k,scvi_matched,correct,0.20176947116851807
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0005535483360290527
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0011928081512451172
pbmc10k_to_pbmc5k,scvi_matched,correct,0.007552385330200195
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0005171298980712891
pbmc10k_to_pbmc5k,scvi_matched,correct,0.4077697992324829
pbmc10k_to_pbmc5k,scvi_matched,correct,0.03203582763671875
pbmc10k_to_pbmc5k,scvi_matched,correct,0.27186572551727295
pbmc10k_to_pbmc5k,scvi_matched,correct,0.06395018100738525
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0003008842468261719
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00035190582275390625
pbmc10k_to_pbmc5k,scvi_matched,correct,0.536874532699585
pbmc10k_to_pbmc5k,scvi_matched,correct,0.011587083339691162
pbmc10k_to_pbmc5k,scvi_matched,correct,0.01800590753555298
pbmc10k_to_pbmc5k,scvi_matched,correct,0.014635741710662842
pbmc10k_to_pbmc5k,scvi_matched,correct,0.615817666053772
pbmc10k_to_pbmc5k,scvi_matched,correct,0.12583082914352417
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0038704872131347656
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00017565488815307617
pbmc10k_to_pbmc5k,scvi_matched,correct,0.296691358089447
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0002682805061340332
pbmc10k_to_pbmc5k,scvi_matched,correct,0.021029770374298096
pbmc10k_to_pbmc5k,scvi_matched,correct,0.4437063932418823
pbmc10k_to_pbmc5k,scvi_matched,correct,0.21226441860198975
pbmc10k_to_pbmc5k,scvi_matched,correct,0.10584241151809692
pbmc10k_to_pbmc5k,scvi_matched,correct,0.02661222219467163
pbmc10k_to_pbmc5k,scvi_matched,correct,0.008403122425079346
pbmc10k_to_pbmc5k,scvi_matched,correct,0.15886276960372925
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0007241368293762207
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0019120573997497559
pbmc10k_to_pbmc5k,scvi_matched,correct,0.1914759874343872
pbmc10k_to_pbmc5k,scvi_matched,correct,0.04126381874084473
pbmc10k_to_pbmc5k,scvi_matched,correct,0.06856685876846313
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0007144808769226074
pbmc10k_to_pbmc5k,scvi_matched,correct,0.045202672481536865
pbmc10k_to_pbmc5k,scvi_matched,correct,0.18759644031524658
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00306093692779541
pbmc10k_to_pbmc5k,scvi_matched,correct,0.1534510850906372
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00157928466796875
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00022143125534057617
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0019478797912597656
pbmc10k_to_pbmc5k,scvi_matched,correct,0.028304219245910645
pbmc10k_to_pbmc5k,scvi_matched,correct,0.17260009050369263
pbmc10k_to_pbmc5k,scvi_matched,correct,0.027991771697998047
pbmc10k_to_pbmc5k,scvi_matched,correct,0.24993693828582764
pbmc10k_to_pbmc5k,scvi_matched,correct,0.11187797784805298
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0006230473518371582
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0042324066162109375
pbmc10k_to_pbmc5k,scvi_matched,correct,0.11990600824356079
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0004671812057495117
pbmc10k_to_pbmc5k,scvi_matched,correct,0.016962826251983643
pbmc10k_to_pbmc5k,scvi_matched,correct,0.38920772075653076
pbmc10k_to_pbmc5k,scvi_matched,correct,0.015459239482879639
pbmc10k_to_pbmc5k,scvi_matched,correct,0.07605189085006714
pbmc10k_to_pbmc5k,scvi_matched,correct,0.38332223892211914
pbmc10k_to_pbmc5k,scvi_matched,correct,0.04971742630004883
pbmc10k_to_pbmc5k,scvi_matched,correct,0.1848551630973816
pbmc10k_to_pbmc5k,scvi_matched,correct,0.48455941677093506
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0007923245429992676
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0005412697792053223
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00012409687042236328
pbmc10k_to_pbmc5k,scvi_matched,correct,0.5476488471031189
pbmc10k_to_pbmc5k,scvi_matched,correct,0.006223797798156738
pbmc10k_to_pbmc5k,scvi_matched,correct,0.17201125621795654
pbmc10k_to_pbmc5k,scvi_matched,correct,0.003323078155517578
pbmc10k_to_pbmc5k,scvi_matched,correct,0.023230254650115967
pbmc10k_to_pbmc5k,scvi_matched,correct,0.001510024070739746
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00022107362747192383
pbmc10k_to_pbmc5k,scvi_matched,correct,0.009623587131500244
pbmc10k_to_pbmc5k,scvi_matched,correct,0.001053154468536377
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0019717812538146973
pbmc10k_to_pbmc5k,scvi_matched,correct,0.11652231216430664
pbmc10k_to_pbmc5k,scvi_matched,correct,0.4903152585029602
pbmc10k_to_pbmc5k,scvi_matched,correct,0.008864045143127441
pbmc10k_to_pbmc5k,scvi_matched,correct,0.000899195671081543
pbmc10k_to_pbmc5k,scvi_matched,correct,0.05819976329803467
pbmc10k_to_pbmc5k,scvi_matched,correct,0.4571792483329773
pbmc10k_to_pbmc5k,scvi_matched,correct,0.05335962772369385
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0013437271118164062
pbmc10k_to_pbmc5k,scvi_matched,correct,0.08557134866714478
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0020900368690490723
pbmc10k_to_pbmc5k,scvi_matched,correct,0.2546253800392151
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0006984472274780273
pbmc10k_to_pbmc5k,scvi_matched,correct,0.059956252574920654
pbmc10k_to_pbmc5k,scvi_matched,correct,0.20946121215820312
pbmc10k_to_pbmc5k,scvi_matched,correct,0.23822849988937378
pbmc10k_to_pbmc5k,scvi_matched,correct,0.009551703929901123
pbmc10k_to_pbmc5k,scvi_matched,correct,0.13913178443908691
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0016491413116455078
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0005629658699035645
pbmc10k_to_pbmc5k,scvi_matched,correct,0.23558706045150757
pbmc10k_to_pbmc5k,scvi_matched,correct,0.3806612491607666
pbmc10k_to_pbmc5k,scvi_matched,correct,0.04822075366973877
pbmc10k_to_pbmc5k,scvi_matched,correct,0.5423673987388611
pbmc10k_to_pbmc5k,scvi_matched,correct,0.001826643943786621
pbmc10k_to_pbmc5k,scvi_matched,correct,0.11556440591812134
pbmc10k_to_pbmc5k,scvi_matched,correct,0.011610746383666992
pbmc10k_to_pbmc5k,scvi_matched,correct,0.4956167936325073
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0009225606918334961
pbmc10k_to_pbmc5k,scvi_matched,correct,0.15401625633239746
pbmc10k_to_pbmc5k,scvi_matched,correct,0.06637078523635864
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0971689224243164
pbmc10k_to_pbmc5k,scvi_matched,correct,0.005700945854187012
pbmc10k_to_pbmc5k,scvi_matched,correct,0.2941829562187195
pbmc10k_to_pbmc5k,scvi_matched,correct,0.22381722927093506
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0006510615348815918
pbmc10k_to_pbmc5k,scvi_matched,correct,0.02131587266921997
pbmc10k_to_pbmc5k,scvi_matched,correct,0.3135722279548645
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0029568076133728027
pbmc10k_to_pbmc5k,scvi_matched,correct,0.5027323365211487
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00040203332901000977
pbmc10k_to_pbmc5k,scvi_matched,correct,0.017095983028411865
pbmc10k_to_pbmc5k,scvi_matched,correct,0.2599858045578003
pbmc10k_to_pbmc5k,scvi_matched,correct,0.17228734493255615
pbmc10k_to_pbmc5k,scvi_matched,correct,0.03474336862564087
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0009684562683105469
pbmc10k_to_pbmc5k,scvi_matched,correct,0.5837993025779724
pbmc10k_to_pbmc5k,scvi_matched,correct,0.2363581657409668
pbmc10k_to_pbmc5k,scvi_matched,correct,0.56309974193573
pbmc10k_to_pbmc5k,scvi_matched,correct,0.2632092237472534
pbmc10k_to_pbmc5k,scvi_matched,correct,0.10758304595947266
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00018209218978881836
pbmc10k_to_pbmc5k,scvi_matched,correct,0.3858007788658142
pbmc10k_to_pbmc5k,scvi_matched,correct,0.05536872148513794
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00034630298614501953
pbmc10k_to_pbmc5k,scvi_matched,correct,0.004624783992767334
pbmc10k_to_pbmc5k,scvi_matched,correct,3.528594970703125e-05
pbmc10k_to_pbmc5k,scvi_matched,correct,0.34811192750930786
pbmc10k_to_pbmc5k,scvi_matched,correct,0.11266499757766724
pbmc10k_to_pbmc5k,scvi_matched,correct,0.15840190649032593
pbmc10k_to_pbmc5k,scvi_matched,correct,0.3925851583480835
pbmc10k_to_pbmc5k,scvi_matched,correct,0.011939585208892822
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0023849010467529297
pbmc10k_to_pbmc5k,scvi_matched,correct,0.008243918418884277
pbmc10k_to_pbmc5k,scvi_matched,correct,0.1624138355255127
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0032985806465148926
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0001266002655029297
pbmc10k_to_pbmc5k,scvi_matched,correct,0.007828116416931152
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0016066431999206543
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00025767087936401367
pbmc10k_to_pbmc5k,scvi_matched,correct,0.003592193126678467
pbmc10k_to_pbmc5k,scvi_matched,correct,0.06305396556854248
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0030291080474853516
pbmc10k_to_pbmc5k,scvi_matched,correct,0.005868494510650635
pbmc10k_to_pbmc5k,scvi_matched,correct,0.10431075096130371
pbmc10k_to_pbmc5k,scvi_matched,correct,0.08001655340194702
pbmc10k_to_pbmc5k,scvi_matched,correct,0.34341365098953247
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00047898292541503906
pbmc10k_to_pbmc5k,scvi_matched,correct,0.006443917751312256
pbmc10k_to_pbmc5k,scvi_matched,correct,0.12415528297424316
pbmc10k_to_pbmc5k,scvi_matched,correct,0.002113521099090576
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0922689437866211
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0010818243026733398
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0332263708114624
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0027074217796325684
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0030202269554138184
pbmc10k_to_pbmc5k,scvi_matched,correct,0.18036216497421265
pbmc10k_to_pbmc5k,scvi_matched,correct,0.001846611499786377
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00013649463653564453
pbmc10k_to_pbmc5k,scvi_matched,correct,0.2996247410774231
pbmc10k_to_pbmc5k,scvi_matched,correct,0.1599482297897339
pbmc10k_to_pbmc5k,scvi_matched,correct,0.39982372522354126
pbmc10k_to_pbmc5k,scvi_matched,correct,0.014623463153839111
pbmc10k_to_pbmc5k,scvi_matched,correct,0.3716912269592285
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0011127591133117676
pbmc10k_to_pbmc5k,scvi_matched,correct,0.07428121566772461
pbmc10k_to_pbmc5k,scvi_matched,correct,0.12331926822662354
pbmc10k_to_pbmc5k,scvi_matched,correct,0.16043049097061157
pbmc10k_to_pbmc5k,scvi_matched,correct,0.3205922842025757
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0005512833595275879
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00017082691192626953
pbmc10k_to_pbmc5k,scvi_matched,correct,0.001514136791229248
pbmc10k_to_pbmc5k,scvi_matched,correct,0.14741945266723633
pbmc10k_to_pbmc5k,scvi_matched,correct,0.43266135454177856
pbmc10k_to_pbmc5k,scvi_matched,correct,0.03670799732208252
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0025641322135925293
pbmc10k_to_pbmc5k,scvi_matched,correct,0.3458380699157715
pbmc10k_to_pbmc5k,scvi_matched,correct,0.14755505323410034
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0005580782890319824
pbmc10k_to_pbmc5k,scvi_matched,correct,0.001386404037475586
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0009317994117736816
pbmc10k_to_pbmc5k,scvi_matched,correct,0.19465506076812744
pbmc10k_to_pbmc5k,scvi_matched,correct,0.14915287494659424
pbmc10k_to_pbmc5k,scvi_matched,correct,0.4858776926994324
pbmc10k_to_pbmc5k,scvi_matched,correct,0.021278083324432373
pbmc10k_to_pbmc5k,scvi_matched,correct,0.03603219985961914
pbmc10k_to_pbmc5k,scvi_matched,correct,0.010795414447784424
pbmc10k_to_pbmc5k,scvi_matched,correct,0.2608674168586731
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0015329718589782715
pbmc10k_to_pbmc5k,scvi_matched,correct,0.33218836784362793
pbmc10k_to_pbmc5k,scvi_matched,correct,0.039039433002471924
pbmc10k_to_pbmc5k,scvi_matched,correct,0.5391618609428406
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0004356503486633301
pbmc10k_to_pbmc5k,scvi_matched,correct,0.07209616899490356
pbmc10k_to_pbmc5k,scvi_matched,correct,0.6416683197021484
pbmc10k_to_pbmc5k,scvi_matched,correct,0.05876725912094116
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00032842159271240234
pbmc10k_to_pbmc5k,scvi_matched,correct,0.32855671644210815
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0928545594215393
pbmc10k_to_pbmc5k,scvi_matched,correct,0.002550184726715088
pbmc10k_to_pbmc5k,scvi_matched,correct,0.012894392013549805
pbmc10k_to_pbmc5k,scvi_matched,correct,0.022462844848632812
pbmc10k_to_pbmc5k,scvi_matched,correct,0.002474844455718994
pbmc10k_to_pbmc5k,scvi_matched,correct,0.004079461097717285
pbmc10k_to_pbmc5k,scvi_matched,correct,0.002480745315551758
pbmc10k_to_pbmc5k,scvi_matched,correct,0.4414796829223633
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0004360079765319824
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00031185150146484375
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0004399418830871582
pbmc10k_to_pbmc5k,scvi_matched,correct,0.13702881336212158
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0004279017448425293
pbmc10k_to_pbmc5k,scvi_matched,correct,0.4702034592628479
pbmc10k_to_pbmc5k,scvi_matched,correct,0.3843650817871094
pbmc10k_to_pbmc5k,scvi_matched,correct,0.0004917383193969727
pbmc10k_to_pbmc5k,scvi_matched,correct,0.04051715135574341
pbmc10k_to_pbmc5k,scvi_matched,correct,0.23454511165618896
pbmc10k_to_pbmc5k,scvi_matched,correct,0.00039392709732055664
